,KO,difference.deter.stocha,cat
5430,K10597,-0.15037594,Others
5431,K10632,-0.15037594,Others
5432,K10638,-0.15037594,Others
5433,K10703,-0.15037594,Others
5434,K10752,-0.15037594,Others
5435,K10774,-0.15037594,Others
5436,K10788,-0.15037594,Others
5437,K10891,-0.15037594,Others
5438,K10921,-0.15037594,Others
5439,K10934,-0.15037594,Others
5440,K10951,-0.15037594,Others
5441,K10967,-0.15037594,Others
5442,K10968,-0.15037594,Others
5443,K10973,-0.15037594,Others
5444,K11041,-0.15037594,Others
5445,K11049,-0.15037594,Others
5446,K11061,-0.15037594,Others
5447,K11078,-0.15037594,Others
5448,K11084,-0.15037594,Others
5449,K11104,-0.15037594,Others
5450,K11170,-0.15037594,Others
5451,K11200,-0.15037594,Others
5452,K11203,-0.15037594,Others
5453,K11293,-0.15037594,Others
5454,K11331,-0.15037594,Others
5455,K11333,-0.15037594,Others
5456,K11334,-0.15037594,Others
5457,K11335,-0.15037594,Others
5458,K11373,-0.15037594,Others
5459,K11419,-0.15037594,Others
5460,K11491,-0.15037594,Others
5461,K11587,-0.15037594,Others
5462,K11615,-0.15037594,Others
5463,K11616,-0.15037594,Others
5464,K11704,-0.15037594,Others
5465,K11807,-0.15037594,Others
5466,K11822,-0.15037594,Others
5467,K11836,-0.15037594,Others
5468,K11842,-0.15037594,Others
5469,K11844,-0.15037594,Others
5470,K11849,-0.15037594,Others
5471,K11851,-0.15037594,Others
5472,K11887,-0.15037594,Others
5473,K11908,-0.15037594,Others
5474,K11917,-0.15037594,Others
5475,K11938,-0.15037594,Others
5476,K11952,-0.15037594,Others
5477,K11981,-0.15037594,Others
5478,K12000,-0.15037594,Others
5479,K12031,-0.15037594,Others
5480,K12049,-0.15037594,Others
5481,K12127,-0.15037594,Others
5482,K12129,-0.15037594,Others
5483,K12148,-0.15037594,Others
5484,K12215,-0.15037594,Others
5485,K12219,-0.15037594,Others
5486,K12224,-0.15037594,Others
5487,K12225,-0.15037594,Others
5488,K12232,-0.15037594,Others
5489,K12348,-0.15037594,Others
5490,K12362,-0.15037594,Others
5491,K12375,-0.15037594,Others
5492,K12381,-0.15037594,Others
5493,K12421,-0.15037594,Others
5494,K12429,-0.15037594,Others
5495,K12571,-0.15037594,Others
5496,K12597,-0.15037594,Others
5497,K12613,-0.15037594,Others
5498,K12633,-0.15037594,Others
5499,K12684,-0.15037594,Others
5500,K12816,-0.15037594,Others
5501,K12897,-0.15037594,Others
5502,K12901,-0.15037594,Others
5503,K12975,-0.15037594,Others
5504,K13035,-0.15037594,Others
5505,K13074,-0.15037594,Others
5506,K13085,-0.15037594,Others
5507,K13098,-0.15037594,Others
5508,K13124,-0.15037594,Others
5509,K13169,-0.15037594,Others
5510,K13172,-0.15037594,Others
5511,K13221,-0.15037594,Others
5512,K13306,-0.15037594,Others
5513,K13328,-0.15037594,Others
5514,K13376,-0.15037594,Others
5515,K13417,-0.15037594,Others
5516,K13433,-0.15037594,Others
5517,K13454,-0.15037594,Others
5518,K13468,-0.15037594,Others
5519,K13559,-0.15037594,Others
5520,K13646,-0.15037594,Others
5521,K13667,-0.15037594,Others
5522,K13675,-0.15037594,Others
5523,K13681,-0.15037594,Others
5524,K13726,-0.15037594,Others
5525,K13754,-0.15037594,Others
5526,K13915,-0.15037594,Others
5527,K13923,-0.15037594,Others
5528,K13997,-0.15037594,Carbon
5529,K14064,-0.15037594,Others
5530,K14349,-0.15037594,Others
5531,K14455,-0.15037594,Carbon
5532,K14457,-0.15037594,Others
5533,K14480,-0.15037594,Others
5534,K14501,-0.15037594,Others
5535,K14509,-0.15037594,Others
5536,K14573,-0.15037594,Others
5537,K14648,-0.15037594,Others
5538,K14655,-0.15037594,Cofactor & Vitamin
5539,K14692,-0.15037594,Others
5540,K14713,-0.15037594,Others
5541,K14734,-0.15037594,Others
5542,K14748,-0.15037594,Others
5543,K14768,-0.15037594,Others
5544,K14782,-0.15037594,Others
5545,K14805,-0.15037594,Others
5546,K15026,-0.15037594,Others
5547,K15033,-0.15037594,Others
5548,K15039,-0.15037594,Carbon
5549,K15050,-0.15037594,Others
5550,K15068,-0.15037594,Others
5551,K15072,-0.15037594,Others
5552,K15126,-0.15037594,Others
5553,K15191,-0.15037594,Others
5554,K15236,-0.15037594,Others
5555,K15238,-0.15037594,Others
5556,K15240,-0.15037594,Others
5557,K15317,-0.15037594,Others
5558,K15339,-0.15037594,Others
5559,K15340,-0.15037594,Others
5560,K15378,-0.15037594,Others
5561,K15384,-0.15037594,Others
5562,K15486,-0.15037594,Others
5563,K15498,-0.15037594,Others
5564,K15541,-0.15037594,Others
5565,K15572,-0.15037594,Others
5566,K15636,-0.15037594,Others
5567,K15642,-0.15037594,Others
5568,K15664,-0.15037594,Others
5569,K15675,-0.15037594,Others
5570,K15688,-0.15037594,Others
5571,K15689,-0.15037594,Others
5572,K15700,-0.15037594,Others
5573,K15737,-0.15037594,Others
5574,K15920,-0.15037594,Others
5575,K15930,-0.15037594,Others
5576,K15954,-0.15037594,Others
5577,K15995,-0.15037594,Others
5578,K16029,-0.15037594,Others
5579,K16077,-0.15037594,Others
5580,K16106,-0.15037594,Others
5581,K16127,-0.15037594,Others
5582,K16177,-0.15037594,Others
5583,K16182,-0.15037594,Others
5584,K16194,-0.15037594,Others
5585,K16196,-0.15037594,Others
5586,K16210,-0.15037594,Others
5587,K16218,-0.15037594,Others
5588,K16250,-0.15037594,Others
5589,K16307,-0.15037594,Others
5590,K16494,-0.15037594,Others
5591,K16543,-0.15037594,Others
5592,K16550,-0.15037594,Others
5593,K16749,-0.15037594,Others
5594,K16756,-0.15037594,Others
5595,K16763,-0.15037594,Others
5596,K16806,-0.15037594,Others
5597,K16931,-0.15037594,Others
5598,K16957,-0.15037594,Others
5599,K16963,-0.15037594,Others
5600,K17266,-0.15037594,Others
5601,K17299,-0.15037594,Others
5602,K17495,-0.15037594,Others
5603,K17551,-0.15037594,Others
5604,K17576,-0.15037594,Others
5605,K17584,-0.15037594,Others
5606,K17608,-0.15037594,Others
5607,K17618,-0.15037594,Others
5608,K17632,-0.15037594,Others
5609,K17745,-0.15037594,Cofactor & Vitamin
5610,K17831,-0.15037594,Others
5611,K17833,-0.15037594,Others
5612,K17876,-0.15037594,Others
5613,K18008,-0.15037594,Others
5614,K18032,-0.15037594,Others
5615,K18056,-0.15037594,Others
5616,K18100,-0.15037594,Others
5617,K18102,-0.15037594,Carbon
5618,K18142,-0.15037594,Others
5619,K18151,-0.15037594,Others
5620,K18159,-0.15037594,Others
5621,K18221,-0.15037594,Others
5622,K18249,-0.15037594,Others
5623,K18274,-0.15037594,Others
5624,K18282,-0.15037594,Others
5625,K18308,-0.15037594,Others
5626,K18387,-0.15037594,Others
5627,K18402,-0.15037594,Others
5628,K18422,-0.15037594,Others
5629,K18541,-0.15037594,Others
5630,K18553,-0.15037594,Others
5631,K18599,-0.15037594,Others
5632,K18670,-0.15037594,Others
5633,K18710,-0.15037594,Others
5634,K18796,-0.15037594,Others
5635,K18801,-0.15037594,Others
5636,K18833,-0.15037594,Others
5637,K18837,-0.15037594,Others
5638,K18902,-0.15037594,Others
5639,K18927,-0.15037594,Others
5640,K18953,-0.15037594,Others
5641,K19012,-0.15037594,Others
5642,K19073,-0.15037594,Others
5643,K19098,-0.15037594,Others
5644,K19099,-0.15037594,Others
5645,K19145,-0.15037594,Others
5646,K19174,-0.15037594,Others
5647,K19209,-0.15037594,Others
5648,K19214,-0.15037594,Others
5649,K19217,-0.15037594,Others
5650,K19218,-0.15037594,Others
5651,K19237,-0.15037594,Others
5652,K19274,-0.15037594,Others
5653,K19300,-0.15037594,Others
5654,K19305,-0.15037594,Others
5655,K19317,-0.15037594,Others
5656,K19318,-0.15037594,Others
5657,K19320,-0.15037594,Others
5658,K19321,-0.15037594,Others
5659,K19322,-0.15037594,Others
5660,K19336,-0.15037594,Others
5661,K19349,-0.15037594,Others
5662,K19375,-0.15037594,Others
5663,K19413,-0.15037594,Others
5664,K19532,-0.15037594,Others
5665,K19550,-0.15037594,Others
5666,K19569,-0.15037594,Others
5667,K19580,-0.15037594,Others
5668,K19587,-0.15037594,Others
5669,K19601,-0.15037594,Others
5670,K19618,-0.15037594,Others
5671,K19645,-0.15037594,Others
5672,K19771,-0.15037594,Others
5673,K19839,-0.15037594,Others
5674,K19888,-0.15037594,Others
5675,K19922,-0.15037594,Others
5676,K19934,-0.15037594,Others
5677,K20053,-0.15037594,Others
5678,K20087,-0.15037594,Others
5679,K20115,-0.15037594,Others
5680,K20135,-0.15037594,Others
5681,K20178,-0.15037594,Others
5682,K20245,-0.15037594,Others
5683,K20261,-0.15037594,Others
5684,K20358,-0.15037594,Others
5685,K20555,-0.15037594,Others
5686,K20570,-0.15037594,Others
5687,K20571,-0.15037594,Others
5688,K20591,-0.15037594,Others
5689,K20745,-0.15037594,Others
5690,K20784,-0.15037594,Others
5691,K20891,-0.15037594,Others
5692,K20993,-0.15037594,Others
5693,K20994,-0.15037594,Others
5694,K21016,-0.15037594,Others
5695,K21056,-0.15037594,Others
5696,K21105,-0.15037594,Others
5697,K21177,-0.15037594,Others
5698,K21220,-0.15037594,Cofactor & Vitamin
5699,K21264,-0.15037594,Others
5700,K21348,-0.15037594,Others
5701,K21353,-0.15037594,Others
5702,K21366,-0.15037594,Others
5703,K21408,-0.15037594,Others
5704,K21427,-0.15037594,Others
5705,K21441,-0.15037594,Others
5706,K21486,-0.15037594,Others
5707,K21501,-0.15037594,Others
5708,K21504,-0.15037594,Others
5709,K21548,-0.15037594,Others
5710,K21616,-0.15037594,Others
5711,K21644,-0.15037594,Others
5712,K21723,-0.15037594,Others
5713,K21742,-0.15037594,Others
5714,K21746,-0.15037594,Others
5715,K21753,-0.15037594,Others
5716,K21777,-0.15037594,Others
5717,K21785,-0.15037594,Others
5718,K21788,-0.15037594,Others
5719,K21803,-0.15037594,Others
5720,K21828,-0.15037594,Others
5721,K21904,-0.15037594,Others
5722,K21960,-0.15037594,Others
5723,K22148,-0.15037594,Others
5724,K22229,-0.15037594,Others
5725,K22253,-0.15037594,Others
5726,K22282,-0.15037594,Others
5727,K22312,-0.15037594,Others
5728,K22433,-0.15037594,Others
5729,K22463,-0.15037594,Others
5730,K22558,-0.15037594,Others
5731,K22578,-0.15037594,Others
5732,K22590,-0.15037594,Others
5733,K22659,-0.15037594,Others
5734,K22696,-0.15037594,Others
5735,K22743,-0.15037594,Others
5736,K22756,-0.15037594,Others
5737,K22822,-0.15037594,Others
5738,K22915,-0.15037594,Others
5739,K22921,-0.15037594,Others
5740,K22924,-0.15037594,Others
5741,K22926,-0.15037594,Others
5742,K23027,-0.15037594,Others
5743,K23085,-0.15037594,Others
5744,K23101,-0.15037594,Others
5745,K23113,-0.15037594,Others
5746,K23117,-0.15037594,Others
5747,K23131,-0.15037594,Others
5748,K23151,-0.15037594,Others
5749,K23181,-0.15037594,Others
5750,K23182,-0.15037594,Others
5751,K23183,-0.15037594,Others
5752,K23262,-0.15037594,Others
5753,K23272,-0.15037594,Others
5754,K23334,-0.15037594,Others
5755,K23353,-0.15037594,Others
5756,K23425,-0.15037594,Others
5757,K23446,-0.15037594,Others
5758,K23449,-0.15037594,Others
5759,K23475,-0.15037594,Others
5760,K23489,-0.15037594,Others
5761,K23492,-0.15037594,Others
5762,K23499,-0.15037594,Others
5763,K23540,-0.15037594,Others
5764,K23550,-0.15037594,Others
5765,K23556,-0.15037594,Others
5766,K23593,-0.15037594,Others
5767,K23672,-0.15037594,Others
5768,K23735,-0.15037594,Cofactor & Vitamin
5769,K23752,-0.15037594,Others
5770,K23811,-0.15037594,Others
5771,K23864,-0.15037594,Others
5772,K23982,-0.15037594,Others
5773,K24050,-0.15037594,Others
5774,K24059,-0.15037594,Others
5775,K24067,-0.15037594,Others
5776,K24069,-0.15037594,Others
5777,K24101,-0.15037594,Others
5778,K24205,-0.15037594,Others
5779,K24215,-0.15037594,Others
5780,K24223,-0.15037594,Others
5781,K24274,-0.15037594,Others
5782,K24299,-0.15037594,Others
5783,K24341,-0.15037594,Others
5784,K24342,-0.15037594,Others
5785,K24355,-0.15037594,Others
5786,K24357,-0.15037594,Others
5787,K24360,-0.15037594,Others
5788,K24362,-0.15037594,Others
5789,K24415,-0.15037594,Others
5790,K24468,-0.15037594,Others
5791,K24484,-0.15037594,Others
5792,K24518,-0.15037594,Others
5793,K24539,-0.15037594,Others
5794,K24634,-0.15037594,Others
5795,K24750,-0.15037594,Others
5796,K24766,-0.15037594,Others
5797,K24835,-0.15037594,Others
5798,K24849,-0.15037594,Others
5799,K24945,-0.15037594,Others
5800,K25006,-0.15037594,Others
5801,K25262,-0.15037594,Others
5802,K25356,-0.15037594,Others
5803,K25357,-0.15037594,Others
5804,K25358,-0.15037594,Others
5805,K25361,-0.15037594,Others
5806,K25374,-0.15037594,Others
5807,K25384,-0.15037594,Others
5808,K25435,-0.15037594,Others
5809,K25493,-0.15037594,Others
5810,K05571,-0.14981168,Others
5811,K02227,-0.14557971,Cofactor & Vitamin
5812,K02567,-0.143745856,Nitrogen
5813,K07014,-0.140924544,Others
5814,K16320,-0.139513888,Others
5815,K09921,-0.13894963,Others
5816,K23901,-0.138103231,Others
5817,K08722,-0.13528192,Others
5818,K15919,-0.13528192,Carbon
5819,K19533,-0.133871264,Others
5820,K01281,-0.132460607,Others
5821,K02352,-0.132460607,Others
5822,K11520,-0.132460607,Others
5823,K11521,-0.132460607,Others
5824,K13611,-0.132460607,Others
5825,K13948,-0.132460607,Others
5826,K14338,-0.132460607,Others
5827,K16243,-0.132460607,Others
5828,K16244,-0.132460607,Others
5829,K16245,-0.132460607,Others
5830,K17318,-0.132460607,Others
5831,K17319,-0.132460607,Others
5832,K17320,-0.132460607,Others
5833,K21737,-0.132460607,Others
5834,K21843,-0.132460607,Others
5835,K10533,-0.12724118,Others
5836,K00570,-0.12625372,Others
5837,K11707,-0.124419868,Others
5838,K09483,-0.123009211,Others
5839,K20499,-0.123009211,Others
5840,K11062,-0.120187899,Others
5841,K24126,-0.117366587,Others
5842,K07556,-0.115955931,Others
5843,K07686,-0.115955931,Others
5844,K08152,-0.114545275,Others
5845,K08955,-0.114545275,Others
5846,K10273,-0.114545275,Others
5847,K14062,-0.114545275,Others
5848,K17744,-0.114545275,Carbon
5849,K19418,-0.114545275,Others
5850,K00103,-0.113134619,Carbon
5851,K00701,-0.113134619,Others
5852,K00717,-0.113134619,Others
5853,K00999,-0.113134619,Others
5854,K01049,-0.113134619,Others
5855,K01081,-0.113134619,Others
5856,K01481,-0.113134619,Others
5857,K01521,-0.113134619,Others
5858,K01852,-0.113134619,Others
5859,K02745,-0.113134619,Others
5860,K02831,-0.113134619,Others
5861,K03178,-0.113134619,Others
5862,K03714,-0.113134619,Others
5863,K04657,-0.113134619,Others
5864,K05284,-0.113134619,Others
5865,K05746,-0.113134619,Others
5866,K05992,-0.113134619,Others
5867,K06237,-0.113134619,Others
5868,K06243,-0.113134619,Others
5869,K06499,-0.113134619,Others
5870,K06580,-0.113134619,Others
5871,K07327,-0.113134619,Others
5872,K07766,-0.113134619,Others
5873,K08621,-0.113134619,Others
5874,K09286,-0.113134619,Others
5875,K09507,-0.113134619,Others
5876,K09628,-0.113134619,Others
5877,K09945,-0.113134619,Others
5878,K09996,-0.113134619,Others
5879,K10530,-0.113134619,Others
5880,K10540,-0.113134619,Others
5881,K10960,-0.113134619,Others
5882,K11441,-0.113134619,Others
5883,K11502,-0.113134619,Others
5884,K11929,-0.113134619,Others
5885,K11937,-0.113134619,Others
5886,K12068,-0.113134619,Others
5887,K12963,-0.113134619,Others
5888,K13181,-0.113134619,Others
5889,K13208,-0.113134619,Others
5890,K13236,-0.113134619,Others
5891,K13379,-0.113134619,Others
5892,K14002,-0.113134619,Others
5893,K14118,-0.113134619,Others
5894,K14465,-0.113134619,Carbon
5895,K14558,-0.113134619,Others
5896,K14581,-0.113134619,Others
5897,K15095,-0.113134619,Others
5898,K15653,-0.113134619,Others
5899,K15850,-0.113134619,Others
5900,K15971,-0.113134619,Others
5901,K16095,-0.113134619,Others
5902,K16115,-0.113134619,Others
5903,K16242,-0.113134619,Others
5904,K17490,-0.113134619,Others
5905,K17497,-0.113134619,Carbon
5906,K17505,-0.113134619,Others
5907,K17615,-0.113134619,Others
5908,K18016,-0.113134619,Others
5909,K18023,-0.113134619,Others
5910,K18119,-0.113134619,Others
5911,K18434,-0.113134619,Others
5912,K18898,-0.113134619,Others
5913,K18962,-0.113134619,Others
5914,K19588,-0.113134619,Others
5915,K19817,-0.113134619,Others
5916,K20200,-0.113134619,Others
5917,K20254,-0.113134619,Others
5918,K20286,-0.113134619,Others
5919,K20433,-0.113134619,Others
5920,K21378,-0.113134619,Others
5921,K21755,-0.113134619,Others
5922,K23563,-0.113134619,Others
5923,K23573,-0.113134619,Others
5924,K23637,-0.113134619,Others
5925,K24332,-0.113134619,Others
5926,K24819,-0.113134619,Others
5927,K24988,-0.113134619,Others
5928,K25110,-0.113134619,Others
5929,K25124,-0.113134619,Others
5930,K05936,-0.112147159,Cofactor & Vitamin
5931,K18457,-0.110736504,Others
5932,K16258,-0.103683223,Others
5933,K06413,-0.102272566,Others
5934,K15067,-0.102272566,Others
5935,K16531,-0.100861911,Others
5936,K21349,-0.099451255,Others
5937,K09478,-0.096629942,Others
5938,K20959,-0.096629942,Others
5939,K21559,-0.096629942,Others
5940,K24085,-0.096629942,Others
5941,K02777,-0.095219286,Others
5942,K03647,-0.095219286,Others
5943,K06338,-0.095219286,Others
5944,K06461,-0.095219286,Others
5945,K08669,-0.095219286,Others
5946,K09006,-0.095219286,Others
5947,K09960,-0.095219286,Others
5948,K10761,-0.095219286,Others
5949,K15303,-0.095219286,Others
5950,K21577,-0.095219286,Others
5951,K24071,-0.095219286,Others
5952,K07772,-0.088589203,Others
5953,K00520,-0.08605002,Others
5954,K16081,-0.082946579,Others
5955,K00485,-0.077303954,Others
5956,K08587,-0.077303954,Others
5957,K11003,-0.077303954,Others
5958,K01483,-0.0763165,Others
5959,K03621,-0.07603436,Others
5960,K00713,-0.075893298,Others
5961,K00737,-0.075893298,Others
5962,K01264,-0.075893298,Others
5963,K02248,-0.075893298,Others
5964,K05385,-0.075893298,Others
5965,K06367,-0.075893298,Others
5966,K06524,-0.075893298,Others
5967,K09473,-0.075893298,Others
5968,K10672,-0.075893298,Others
5969,K11275,-0.075893298,Others
5970,K13329,-0.075893298,Others
5971,K13987,-0.075893298,Others
5972,K14556,-0.075893298,Others
5973,K14585,-0.075893298,Others
5974,K15504,-0.075893298,Others
5975,K15550,-0.075893298,Others
5976,K16131,-0.075893298,Others
5977,K16326,-0.075893298,Others
5978,K16717,-0.075893298,Others
5979,K19131,-0.075893298,Others
5980,K19421,-0.075893298,Others
5981,K19511,-0.075893298,Others
5982,K21511,-0.075893298,Others
5983,K22075,-0.075893298,Others
5984,K23016,-0.075893298,Others
5985,K05895,-0.07067387,Cofactor & Vitamin
5986,K03405,-0.06023502,Others
5987,K14201,-0.05981182,Others
5988,K13799,-0.059388621,Cofactor & Vitamin
5989,K21722,-0.059388621,Others
5990,K00752,-0.057977965,Others
5991,K03464,-0.057977965,Others
5992,K10797,-0.057977965,Others
5993,K24084,-0.057977965,Others
5994,K24200,-0.057977965,Others
5995,K24764,-0.057977965,Others
5996,K00106,-0.05656731,Others
5997,K00327,-0.05656731,Others
5998,K00466,-0.05656731,Others
5999,K00468,-0.05656731,Others
6000,K00491,-0.05656731,Others
